id,version,status,title,agent_role,category,sector,prompt_family,lifecycle_phase,icon,color_token,operator_tab,route_path,quality_total,has_golden_fixture,command_template_count,hash
HASF-SEC-AGRICULTURE-INCIDENT-P-161,3.0.0,active,Agriculture Incident Playbook Agent,Incident Response Agent,Cybersecurity,Agriculture,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/agriculture/incident-response/hasf-sec-agriculture-incident-p-161,50,False,2,e9efb70fbd5a653777c9dc5d68ef6ce094b5d0613df667161b68e9f3637e4a94
HASF-SEC-AGRICULTURE-RELEASE-EV-162,3.0.0,active,Agriculture Release Evidence Agent,Evidence Agent,Operations,Agriculture,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/agriculture/release-evidence/hasf-sec-agriculture-release-ev-162,50,False,3,9006b5ff08b77885289cf76f1a4edd91ec195f4844b6a6877d470987bc4cad99
HASF-SEC-CONSTRUCTION-THREAT-MOD-163,3.0.0,active,Construction Threat Model Agent,Security Architecture Agent,Cybersecurity,Construction,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/construction/threat-modeling/hasf-sec-construction-threat-mod-163,50,False,2,83c2cd850bde4f9d0771390739b996fc9f6878d4df836cdb15b525946d300c9a
HASF-SEC-CONSTRUCTION-COMPLIANCE-164,3.0.0,active,Construction Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Construction,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/construction/compliance-mapping/hasf-sec-construction-compliance-164,50,False,3,18f90a027662b9fe01bb20a7b24de5c769f543c4114679ea03d089b224720405
HASF-SEC-CONSTRUCTION-CI-CD-GATE-165,3.0.0,active,Construction CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Construction,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/construction/ci-cd/hasf-sec-construction-ci-cd-gate-165,50,False,4,4bd28b0a601d8b4105da8aad81cdcdf0c353e72a827a89e4fa613364dd186de2
HASF-SEC-CONSTRUCTION-AI-RISK-EV-166,3.0.0,active,Construction AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Construction,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/construction/ai-ml-security/hasf-sec-construction-ai-risk-ev-166,50,False,2,f6c20e5aef10b55eff29c5ed448054f3a4ccec3442ee7a4eac8b47dfbb161356
HASF-SEC-CONSTRUCTION-INCIDENT-P-167,3.0.0,active,Construction Incident Playbook Agent,Incident Response Agent,Cybersecurity,Construction,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/construction/incident-response/hasf-sec-construction-incident-p-167,50,False,2,a3310d8db4181708a05ad8ed7314197f24af7077a86cbf34f79f3da33e0e2d0b
HASF-SEC-CONSTRUCTION-RELEASE-EV-168,3.0.0,active,Construction Release Evidence Agent,Evidence Agent,Operations,Construction,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/construction/release-evidence/hasf-sec-construction-release-ev-168,50,False,3,386b7659ab3040189035ed6075384a8fa3a75e93947977afa7570652289779bf
HASF-SEC-REAL-ESTATE-THREAT-MOD-169,3.0.0,active,Real Estate Threat Model Agent,Security Architecture Agent,Cybersecurity,Real Estate,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/real-estate/threat-modeling/hasf-sec-real-estate-threat-mod-169,50,False,2,7f9c9904fe1e94496fdca5f613c32600588ec31bf46e6cdf407f2cb15f55634b
HASF-SEC-REAL-ESTATE-COMPLIANCE-170,3.0.0,active,Real Estate Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Real Estate,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/real-estate/compliance-mapping/hasf-sec-real-estate-compliance-170,50,False,3,3c252b51b2a200be9cf1a1d46d3d57d2235e02579c6efe9a4410061640310ace
HASF-SEC-REAL-ESTATE-CI-CD-GATE-171,3.0.0,active,Real Estate CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Real Estate,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/real-estate/ci-cd/hasf-sec-real-estate-ci-cd-gate-171,50,False,4,854f4d7618b17f732ba94ffda869bd2706d34ed106edec2badfaff12d566f56b
HASF-SEC-REAL-ESTATE-AI-RISK-EV-172,3.0.0,active,Real Estate AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Real Estate,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/real-estate/ai-ml-security/hasf-sec-real-estate-ai-risk-ev-172,50,False,2,9716ae2539dd8b1014060e7159d1d4ec2000e6af0ea6e1b39d857556ab509018
HASF-SEC-REAL-ESTATE-INCIDENT-P-173,3.0.0,active,Real Estate Incident Playbook Agent,Incident Response Agent,Cybersecurity,Real Estate,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/real-estate/incident-response/hasf-sec-real-estate-incident-p-173,50,False,2,2e299970b8c44c4d6205c2774653d42b1d83dd6ee324df5c899eaf8b8df53383
HASF-SEC-REAL-ESTATE-RELEASE-EV-174,3.0.0,active,Real Estate Release Evidence Agent,Evidence Agent,Operations,Real Estate,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/real-estate/release-evidence/hasf-sec-real-estate-release-ev-174,50,False,3,a81579712c1a59ba240f160cd4fd344272bc8e969f31b4602df7ded634f6929a
HASF-SEC-PUBLIC-SAFETY-THREAT-MOD-175,3.0.0,active,Public Safety Threat Model Agent,Security Architecture Agent,Cybersecurity,Public Safety,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/public-safety/threat-modeling/hasf-sec-public-safety-threat-mod-175,50,False,2,bfb795942773d7202eccc3509a4c0ca1a93d8861bf4302a45f47ab32dadb0a94
HASF-SEC-PUBLIC-SAFETY-COMPLIANCE-176,3.0.0,active,Public Safety Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Public Safety,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/public-safety/compliance-mapping/hasf-sec-public-safety-compliance-176,50,False,3,31dff814eb7634dc55bc91e8715a0ad52b567ac406fe528a69c6fd317dcf10f0
HASF-SEC-PUBLIC-SAFETY-CI-CD-GATE-177,3.0.0,active,Public Safety CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Public Safety,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/public-safety/ci-cd/hasf-sec-public-safety-ci-cd-gate-177,50,False,4,888f6a3c847831cafea253fddd1b46563f0bebc6e8af38fa595abd0b87ca2352
HASF-SEC-PUBLIC-SAFETY-AI-RISK-EV-178,3.0.0,active,Public Safety AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Public Safety,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/public-safety/ai-ml-security/hasf-sec-public-safety-ai-risk-ev-178,50,False,2,10667c975abc38ebb9aa6373e0cac7473b8823b43fca26b9fb07abe9f20ac42a
HASF-SEC-PUBLIC-SAFETY-INCIDENT-P-179,3.0.0,active,Public Safety Incident Playbook Agent,Incident Response Agent,Cybersecurity,Public Safety,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/public-safety/incident-response/hasf-sec-public-safety-incident-p-179,50,False,2,3ab1f5d18f228f70cec2aeeba36ed664151e84cb8194fd13d1374d261329864a
HASF-SEC-PUBLIC-SAFETY-RELEASE-EV-180,3.0.0,active,Public Safety Release Evidence Agent,Evidence Agent,Operations,Public Safety,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/public-safety/release-evidence/hasf-sec-public-safety-release-ev-180,50,False,3,7817a8388cf2dc5e548cf8c103a09e2805b639b59581852eac555423f42ed9ba
HASF-SEC-CRITICAL-INFRA-THREAT-MOD-181,3.0.0,active,Critical Infrastructure Threat Model Agent,Security Architecture Agent,Cybersecurity,Critical Infrastructure,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/critical-infrastructure/threat-modeling/hasf-sec-critical-infra-threat-mod-181,50,False,2,13285f84cf9888e9c750d19bb3e451c908de304f0f601de8ac3a63e184e432df
HASF-SEC-CRITICAL-INFRA-COMPLIANCE-182,3.0.0,active,Critical Infrastructure Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Critical Infrastructure,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/critical-infrastructure/compliance-mapping/hasf-sec-critical-infra-compliance-182,50,False,3,4a15aad9048379c5bf527112fe91c684e3ec2295c79deead62e64ad7bd9ea82d
HASF-SEC-CRITICAL-INFRA-CI-CD-GATE-183,3.0.0,active,Critical Infrastructure CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Critical Infrastructure,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/critical-infrastructure/ci-cd/hasf-sec-critical-infra-ci-cd-gate-183,50,False,4,544d08d6585df19216114f1df252f8557d3b4ef7e2adb6a50751435a07cdca1b
HASF-SEC-CRITICAL-INFRA-AI-RISK-EV-184,3.0.0,active,Critical Infrastructure AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Critical Infrastructure,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/critical-infrastructure/ai-ml-security/hasf-sec-critical-infra-ai-risk-ev-184,50,False,2,bd87dadc74301c45f5f941c241817ca3c2de24b761900781d5b06265cff42051
HASF-SEC-CRITICAL-INFRA-INCIDENT-P-185,3.0.0,active,Critical Infrastructure Incident Playbook Agent,Incident Response Agent,Cybersecurity,Critical Infrastructure,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/critical-infrastructure/incident-response/hasf-sec-critical-infra-incident-p-185,50,False,2,4df10dc63d026a85e6a2f1ea058df3788d28916edd0a80c1b14ac50c793b6b94
HASF-SEC-CRITICAL-INFRA-RELEASE-EV-186,3.0.0,active,Critical Infrastructure Release Evidence Agent,Evidence Agent,Operations,Critical Infrastructure,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/critical-infrastructure/release-evidence/hasf-sec-critical-infra-release-ev-186,50,False,3,6687d3e9f2c517e47b82eedc0506a0add6b3bfd0f4c02413f2186cdac070851f
HASF-SEC-SUPPLY-CHAIN-THREAT-MOD-187,3.0.0,active,Supply Chain Threat Model Agent,Security Architecture Agent,Cybersecurity,Supply Chain,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/supply-chain/threat-modeling/hasf-sec-supply-chain-threat-mod-187,50,False,2,eb60612cd0f5a43e41bfcb867422b6dac7f344d3a5709e1e57d618b92e9c5b11
HASF-SEC-SUPPLY-CHAIN-COMPLIANCE-188,3.0.0,active,Supply Chain Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Supply Chain,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/supply-chain/compliance-mapping/hasf-sec-supply-chain-compliance-188,50,False,3,43c02b90fa12f4b018ee59ed752e577ce43796d91959bf4b0328a140ce040cfc
HASF-SEC-SUPPLY-CHAIN-CI-CD-GATE-189,3.0.0,active,Supply Chain CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Supply Chain,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/supply-chain/ci-cd/hasf-sec-supply-chain-ci-cd-gate-189,50,False,4,9e58cd3c523691db6dfd085229f4922e78d9a15f8fdf1209a03af251d8291b12
HASF-SEC-SUPPLY-CHAIN-AI-RISK-EV-190,3.0.0,active,Supply Chain AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Supply Chain,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/supply-chain/ai-ml-security/hasf-sec-supply-chain-ai-risk-ev-190,50,False,2,16218b35121e9c6b742a64f759228b9e774b4d60912431ecd49e87ec06225b7c
HASF-SEC-SUPPLY-CHAIN-INCIDENT-P-191,3.0.0,active,Supply Chain Incident Playbook Agent,Incident Response Agent,Cybersecurity,Supply Chain,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/supply-chain/incident-response/hasf-sec-supply-chain-incident-p-191,50,False,2,09ff2c0a5920931f4d60fba519c812c3088ac269a3c18212ad1237dedfde4428
HASF-SEC-SUPPLY-CHAIN-RELEASE-EV-192,3.0.0,active,Supply Chain Release Evidence Agent,Evidence Agent,Operations,Supply Chain,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/supply-chain/release-evidence/hasf-sec-supply-chain-release-ev-192,50,False,3,54e8d631e9d01cd38ea165c76ff8bf7f33db93d5106653f8f67c0a8bd3e83825
HASF-SEC-DEVSECOPS-SOFT-THREAT-MOD-193,3.0.0,active,DevSecOps Software Factory Threat Model Agent,Security Architecture Agent,Cybersecurity,DevSecOps Software Factory,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/devsecops-software-factory/threat-modeling/hasf-sec-devsecops-soft-threat-mod-193,50,False,2,3255c9daa9337113afe082725d65e569431f03da3daf977c0286cd366a298a1e
HASF-SEC-DEVSECOPS-SOFT-COMPLIANCE-194,3.0.0,active,DevSecOps Software Factory Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,DevSecOps Software Factory,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/devsecops-software-factory/compliance-mapping/hasf-sec-devsecops-soft-compliance-194,50,False,3,e33c006b64b43bd02934f99a6dca89609a7933b9026eb7dbcd81fe7eb64e41a1
HASF-SEC-DEVSECOPS-SOFT-CI-CD-GATE-195,3.0.0,active,DevSecOps Software Factory CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,DevSecOps Software Factory,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/devsecops-software-factory/ci-cd/hasf-sec-devsecops-soft-ci-cd-gate-195,50,False,4,3a1ce59bdeec401c77df18189ffd145053b7e7ddc14dd59a0be3813a1d23f667
HASF-SEC-DEVSECOPS-SOFT-AI-RISK-EV-196,3.0.0,active,DevSecOps Software Factory AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,DevSecOps Software Factory,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/devsecops-software-factory/ai-ml-security/hasf-sec-devsecops-soft-ai-risk-ev-196,50,False,2,424ab122f8a1d2147d59f48a2cc0222553e4fdb09d4b8b1ed2c0a245f9ab4cb7
HASF-SEC-DEVSECOPS-SOFT-INCIDENT-P-197,3.0.0,active,DevSecOps Software Factory Incident Playbook Agent,Incident Response Agent,Cybersecurity,DevSecOps Software Factory,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/devsecops-software-factory/incident-response/hasf-sec-devsecops-soft-incident-p-197,50,False,2,a3bc825d41850dfb948e5d245c109f86ca562bcf8b6585b8aa3a6f3ec5661552
HASF-SEC-DEVSECOPS-SOFT-RELEASE-EV-198,3.0.0,active,DevSecOps Software Factory Release Evidence Agent,Evidence Agent,Operations,DevSecOps Software Factory,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/devsecops-software-factory/release-evidence/hasf-sec-devsecops-soft-release-ev-198,50,False,3,a9e633d3937af776cc1427ba401610ec42628daa1e41d72e04b9252ae1573264
HASF-SEC-LOCAL-AI-EDGE--THREAT-MOD-199,3.0.0,active,Local AI / Edge AI Threat Model Agent,Security Architecture Agent,Cybersecurity,Local AI / Edge AI,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/local-ai-edge-ai/threat-modeling/hasf-sec-local-ai-edge-threat-mod-199,50,False,2,08d7d9bbdd5875ee2eebc0389626739a70e2d27c9d9ee1f682f9a97b233e7f9a
HASF-SEC-LOCAL-AI-EDGE--COMPLIANCE-200,3.0.0,active,Local AI / Edge AI Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Local AI / Edge AI,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/local-ai-edge-ai/compliance-mapping/hasf-sec-local-ai-edge-compliance-200,50,False,3,1e4b4210306bae5e4cbfe9b5678d6d5be2a2c38fa2d4661f280757fa5cc0df26
HASF-SEC-LOCAL-AI-EDGE--CI-CD-GATE-201,3.0.0,active,Local AI / Edge AI CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Local AI / Edge AI,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/local-ai-edge-ai/ci-cd/hasf-sec-local-ai-edge-ci-cd-gate-201,50,False,4,97f054fa2f9bac7a1036c6d7844f0a474bbed966cc5a01acbf32163d5895e15a
HASF-SEC-LOCAL-AI-EDGE--AI-RISK-EV-202,3.0.0,active,Local AI / Edge AI AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Local AI / Edge AI,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/local-ai-edge-ai/ai-ml-security/hasf-sec-local-ai-edge-ai-risk-ev-202,50,False,2,a3f1ef8fb7cd97d31be41363179e73f7ff3244fb48e0a17f42d77f30cc03f294
HASF-SEC-LOCAL-AI-EDGE--INCIDENT-P-203,3.0.0,active,Local AI / Edge AI Incident Playbook Agent,Incident Response Agent,Cybersecurity,Local AI / Edge AI,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/local-ai-edge-ai/incident-response/hasf-sec-local-ai-edge-incident-p-203,50,False,2,62bd98e55c3a9e495830dd7bde35a97b29f0452ca754c82dbb0f9428753dd591
HASF-SEC-LOCAL-AI-EDGE--RELEASE-EV-204,3.0.0,active,Local AI / Edge AI Release Evidence Agent,Evidence Agent,Operations,Local AI / Edge AI,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/local-ai-edge-ai/release-evidence/hasf-sec-local-ai-edge-release-ev-204,50,False,3,4bf03c0f4dcbce68ac17fb86a021d767f1a93386b7806ec21eeb9a91057dc2f4
HASF-SEC-HOME-LAB-SMALL-THREAT-MOD-205,3.0.0,active,Home Lab / Small Business Threat Model Agent,Security Architecture Agent,Cybersecurity,Home Lab / Small Business,Threat Modeling,Plan / Design,crosshair,accent-red,cybersecurity,/prompts/home-lab-small-business/threat-modeling/hasf-sec-home-lab-small-threat-mod-205,50,False,2,e6ab33b3908ba6d866ae554c3b9af6c15d93d7d1e0ea6b819d45f7ee40300307
HASF-SEC-HOME-LAB-SMALL-COMPLIANCE-206,3.0.0,active,Home Lab / Small Business Compliance Mapper Agent,Compliance Evidence Agent,Governance / Compliance,Home Lab / Small Business,Compliance Mapping,Plan / Design,landmark,accent-amber,governance-compliance,/prompts/home-lab-small-business/compliance-mapping/hasf-sec-home-lab-small-compliance-206,50,False,3,d5763881ca4c4064fd2ce0ee981dd144b5565f152e68296c6d7829108840c1b0
HASF-SEC-HOME-LAB-SMALL-CI-CD-GATE-207,3.0.0,active,Home Lab / Small Business CI/CD Gate Agent,DevSecOps Architect Agent,DevSecOps,Home Lab / Small Business,CI/CD,Release,git-branch,accent-cyan,devsecops,/prompts/home-lab-small-business/ci-cd/hasf-sec-home-lab-small-ci-cd-gate-207,50,False,4,d67cdbb2825122eddc388cbbca4d924a0f58bf4d3b0a6b8c1ac03fc1749fb76b
HASF-SEC-HOME-LAB-SMALL-AI-RISK-EV-208,3.0.0,active,Home Lab / Small Business AI Risk Evaluator Agent,AI/ML Security Agent,AI / ML,Home Lab / Small Business,AI / ML Security,Cross-Lifecycle,brain-circuit,accent-violet,ai-ml,/prompts/home-lab-small-business/ai-ml-security/hasf-sec-home-lab-small-ai-risk-ev-208,50,False,2,eca00daa9a22b234ba34e27ff23edf708257456833a65d51bc29a8031f647acb
HASF-SEC-HOME-LAB-SMALL-INCIDENT-P-209,3.0.0,active,Home Lab / Small Business Incident Playbook Agent,Incident Response Agent,Cybersecurity,Home Lab / Small Business,Incident Response,Operate / Improve,siren,accent-red,cybersecurity,/prompts/home-lab-small-business/incident-response/hasf-sec-home-lab-small-incident-p-209,50,False,2,4b842b81fcef9c818298f3447c0c8178b6b9fd94fecd65f30851e50ff41dc459
HASF-SEC-HOME-LAB-SMALL-RELEASE-EV-210,3.0.0,active,Home Lab / Small Business Release Evidence Agent,Evidence Agent,Operations,Home Lab / Small Business,Release Evidence,Release,clipboard-check,accent-blue,operations,/prompts/home-lab-small-business/release-evidence/hasf-sec-home-lab-small-release-ev-210,50,False,3,7445e5056dcaa17c76ac8fa34ebd7b60eb1ff6296159988caf83a792b8c4d3f4
HASF-SEC-BIOTECH-GENOMICS-THREAT-MOD-211,3.0.0,active,Biotech & Genomics Threat Modeling Agent,Biotech & Genomics Threat Modeling Architect,Security Architecture,Biotech & Genomics,Threat Modeling,Design,dna,accent-green,qa,/prompts/biotech-and-genomics/threat-modeling/hasf-sec-biotech-genomics-threat-mod-211,47,False,4,62d66bc281a0e7bc244acd80dcadf6dcf2ed796fc353ff1a1e019908b37b6012
HASF-SEC-BIOTECH-GENOMICS-COMPLIANCE-212,3.0.0,active,Biotech & Genomics Compliance Mapping Agent,Biotech & Genomics Compliance & Audit Specialist,Governance / Compliance,Biotech & Genomics,Compliance Mapping,Cross-Lifecycle,dna,accent-green,qa,/prompts/biotech-and-genomics/compliance-mapping/hasf-sec-biotech-genomics-compliance-212,47,False,4,f3c3448a1a83a2d28c2472823b61045fda8f36b23ae7baa8f03b6ed879817e57
HASF-SEC-BIOTECH-GENOMICS-CI-CD-GATE-213,3.0.0,active,Biotech & Genomics CI/CD Agent,Biotech & Genomics Pipeline Security Engineer,DevSecOps,Biotech & Genomics,CI/CD,Test / Validate,dna,accent-green,qa,/prompts/biotech-and-genomics/ci-cd/hasf-sec-biotech-genomics-ci-cd-gate-213,47,False,4,757276d750a544615be356f9a51a92d205f6015cea215e1eff87d448dbfb20ba
HASF-SEC-BIOTECH-GENOMICS-AI-RISK-EV-214,3.0.0,active,Biotech & Genomics AI / ML Security Agent,Biotech & Genomics AI/ML Security Evaluator,AI / ML,Biotech & Genomics,AI / ML Security,Test / Validate,dna,accent-green,qa,/prompts/biotech-and-genomics/ai---ml-security/hasf-sec-biotech-genomics-ai-risk-ev-214,47,False,4,4257b43aacb0e2be98765b43b03d50d626746a5c41cfc0f6d7a730617609688d
HASF-SEC-BIOTECH-GENOMICS-INCIDENT-P-215,3.0.0,active,Biotech & Genomics Incident Response Agent,Biotech & Genomics Incident Playbook Commander,Cybersecurity,Biotech & Genomics,Incident Response,Incident Response,dna,accent-green,qa,/prompts/biotech-and-genomics/incident-response/hasf-sec-biotech-genomics-incident-p-215,47,False,4,54f2df678b404daaa1f46b535901a568e4495a637ebd698fad2d437775fdca0e
HASF-SEC-CHEMICAL-MFG-THREAT-MOD-216,3.0.0,active,Chemical Manufacturing Threat Modeling Agent,Chemical Manufacturing Threat Modeling Architect,Security Architecture,Chemical Manufacturing,Threat Modeling,Design,beaker,accent-cyan,devsecops,/prompts/chemical-manufacturing/threat-modeling/hasf-sec-chemical-mfg-threat-mod-216,47,False,4,6a43879d77caa49e98e4692e79a44e96e16c1d5ecf3d564a204112ff525f7edd
HASF-SEC-CHEMICAL-MFG-COMPLIANCE-217,3.0.0,active,Chemical Manufacturing Compliance Mapping Agent,Chemical Manufacturing Compliance & Audit Specialist,Governance / Compliance,Chemical Manufacturing,Compliance Mapping,Cross-Lifecycle,beaker,accent-cyan,devsecops,/prompts/chemical-manufacturing/compliance-mapping/hasf-sec-chemical-mfg-compliance-217,47,False,4,9338d214014def1fa3776f09014806da5052768bed03d42b65e98a54995486bb
HASF-SEC-CHEMICAL-MFG-CI-CD-GATE-218,3.0.0,active,Chemical Manufacturing CI/CD Agent,Chemical Manufacturing Pipeline Security Engineer,DevSecOps,Chemical Manufacturing,CI/CD,Test / Validate,beaker,accent-cyan,devsecops,/prompts/chemical-manufacturing/ci-cd/hasf-sec-chemical-mfg-ci-cd-gate-218,47,False,4,1c02bac35d5b7e6a975c2c50244aad00db0236a6a4289ab00df3110a32925dc5
HASF-SEC-CHEMICAL-MFG-AI-RISK-EV-219,3.0.0,active,Chemical Manufacturing AI / ML Security Agent,Chemical Manufacturing AI/ML Security Evaluator,AI / ML,Chemical Manufacturing,AI / ML Security,Test / Validate,beaker,accent-cyan,devsecops,/prompts/chemical-manufacturing/ai---ml-security/hasf-sec-chemical-mfg-ai-risk-ev-219,47,False,4,0ffb165050a857f15aa83ec55b8020ce55c6c4d78f1eaa252f597b4a2fa2399a
HASF-SEC-CHEMICAL-MFG-INCIDENT-P-220,3.0.0,active,Chemical Manufacturing Incident Response Agent,Chemical Manufacturing Incident Playbook Commander,Cybersecurity,Chemical Manufacturing,Incident Response,Incident Response,beaker,accent-cyan,devsecops,/prompts/chemical-manufacturing/incident-response/hasf-sec-chemical-mfg-incident-p-220,47,False,4,0c02ada6ce25c1375b6ddff48319ef6519209ca9ef448122c8773880c0672a6e
HASF-SEC-FINTECH-DEFI-THREAT-MOD-221,3.0.0,active,FinTech & DeFi Threat Modeling Agent,FinTech & DeFi Threat Modeling Architect,Security Architecture,FinTech & DeFi,Threat Modeling,Design,credit-card,accent-yellow,sast,/prompts/fintech-and-defi/threat-modeling/hasf-sec-fintech-defi-threat-mod-221,47,False,4,0a59446c2b21d6703de038a66f41f5b6b94c42476e9d2beebebc092fde81560c
HASF-SEC-FINTECH-DEFI-COMPLIANCE-222,3.0.0,active,FinTech & DeFi Compliance Mapping Agent,FinTech & DeFi Compliance & Audit Specialist,Governance / Compliance,FinTech & DeFi,Compliance Mapping,Cross-Lifecycle,credit-card,accent-yellow,sast,/prompts/fintech-and-defi/compliance-mapping/hasf-sec-fintech-defi-compliance-222,47,False,4,36e678202da91ec940e78ae3b657d4872071df2d198b4c76fb49f73f94cf9a0f
HASF-SEC-FINTECH-DEFI-CI-CD-GATE-223,3.0.0,active,FinTech & DeFi CI/CD Agent,FinTech & DeFi Pipeline Security Engineer,DevSecOps,FinTech & DeFi,CI/CD,Test / Validate,credit-card,accent-yellow,sast,/prompts/fintech-and-defi/ci-cd/hasf-sec-fintech-defi-ci-cd-gate-223,47,False,4,1faa78c0875d02c5f79082307c4e0928e2841cd906b8e91006000c767dad1682
HASF-SEC-FINTECH-DEFI-AI-RISK-EV-224,3.0.0,active,FinTech & DeFi AI / ML Security Agent,FinTech & DeFi AI/ML Security Evaluator,AI / ML,FinTech & DeFi,AI / ML Security,Test / Validate,credit-card,accent-yellow,sast,/prompts/fintech-and-defi/ai---ml-security/hasf-sec-fintech-defi-ai-risk-ev-224,47,False,4,efed54fdf3bde3d0609cabe5d21bddd12183b86db802a7e32605e5f16dbb6b0b
HASF-SEC-FINTECH-DEFI-INCIDENT-P-225,3.0.0,active,FinTech & DeFi Incident Response Agent,FinTech & DeFi Incident Playbook Commander,Cybersecurity,FinTech & DeFi,Incident Response,Incident Response,credit-card,accent-yellow,sast,/prompts/fintech-and-defi/incident-response/hasf-sec-fintech-defi-incident-p-225,47,False,4,6323ef53f16a97031dafe1eff08c229e1ad6717c129e6a41e5e4d54b545acc9e
HASF-SEC-ROBOTICS-AUTO-THREAT-MOD-226,3.0.0,active,Autonomous Vehicles & Robotics Threat Modeling Agent,Autonomous Vehicles & Robotics Threat Modeling Architect,Security Architecture,Autonomous Vehicles & Robotics,Threat Modeling,Design,cpu,accent-cyan,devsecops,/prompts/autonomous-vehicles-and-robotics/threat-modeling/hasf-sec-robotics-auto-threat-mod-226,47,False,4,a926994f9f078804d0ee1abf8c43af0e31f8537ba830cca374c93517fab2377f
